Space Invaders,1978,Taito,Legacy Cellphone / Arcade / Nintendo Entertainment System (NES) / Sega Saturn / Atari 5200 / SG-1000 / iOS / Atari 2600 / WonderSwan / Game Boy,free,-
Knockout City,2021,Velan Studios,PlayStation 4 / PC (Microsoft Windows) / Xbox One / PlayStation 5 / Xbox Series X|S / Nintendo Switch,free,-
Serin Fate,2021,Vethergen,PC (Microsoft Windows),free,-
Unpacking,2021,Witch Beam,Nintendo Switch / Linux / Mac / PC (Microsoft Windows) / Xbox One,free,-
Strangeland,2021,Wormwood Studios,Mac / PC (Microsoft Windows),free,-
Dyson Sphere Program,2021,Youthcat Studio,PC (Microsoft Windows),free,-
Disco Elysium: The Final Cut,2021,ZA/UM,PC (Microsoft Windows) / PlayStation 5 / Nintendo Switch / Xbox One / Xbox Series X|S / PlayStation 4 / Mac / Google Stadia,free,Harrier Du Bois
Wetrix,1998,Zed Two,PC (Microsoft Windows) / Nintendo 64 / Game Boy Color,free,-
Ogre Battle 64: Person of Lordly Caliber,1999,Quest,Wii / Nintendo 64 / Wii U,free,Magnus Gallant
The Legend of Zelda: Ocarina of Time,1998,Nintendo EAD,Wii U / Nintendo 64 / Wii,free,-
Super Mario 64,1996,Nintendo EAD,Wii / Nintendo 64 / Wii U,free,-
Perfect Dark,2000,Rare,Nintendo 64,free,Joanna Dark
The Legend of Zelda: Ocarina of Time - Master Quest,2003,Nintendo EAD Tokyo,Nintendo GameCube / Nintendo 64,free,-
Harvest Moon 64,1999,Toy Box Studios,Wii U / Nintendo 64,free,-
The Legend of Zelda: Majora's Mask,2000,Nintendo EAD,Wii U / Wii / Nintendo 64,free,-
Banjo-Tooie,2000,Rare,Nintendo 64 / Xbox 360,free,-
Paper Mario,2000,Intelligent Systems Co. Ltd.,Wii U / Wii / Nintendo 64,free,Mumbo
StarCraft 64,2000,Mass Media Inc,Nintendo 64,free,-
GoldenEye 007,1997,Westwood Studios,Nintendo 64,free,-
Star Fox 64,1997,Nintendo EAD,Nintendo 64 / Wii / Wii U,free,Fox McCloud/Peppy Hare/Falco Lombardi
Banjo-Kazooie,1998,Rare,Xbox 360 / Nintendo 64,free,-
Tony Hawk's Pro Skater 2,2000,Neversoft Entertainment,Dreamcast / Game Boy Advance / Xbox / Game Boy Color / PlayStation / PC (Microsoft Windows) / Mac / Nintendo 64 / iOS,free,-
Resident Evil 2,1998,Capcom,Nintendo GameCube / PlayStation 3 / Dreamcast / PlayStation / PC (Microsoft Windows) / Nintendo 64,free,-
Wipeout 64,1998,Psygnosis,Nintendo 64,free,-
Tony Hawk's Pro Skater,1999,Neversoft Entertainment,N-Gage / Game Boy Color / Dreamcast / Nintendo 64 / PlayStation,free,-
Quake II,1997,id Software,Zeebo / PC (Microsoft Windows) / Nintendo 64 / PlayStation,free,-
Tetrisphere,1997,H2O Entertainment,Nintendo 64,free,-
Snowboard Kids 2,1999,Racdym,Nintendo 64,free,-
Mario Kart 64,1996,Nintendo,Nintendo 64 / Wii / Wii U,free,-
Mystical Ninja Starring Goemon,1997,Konami,Nintendo 64,free,-
Worms Armageddon,1999,Infogrames,PC (Microsoft Windows) / PlayStation / Dreamcast / Nintendo 64 / PlayStation 3 / PlayStation Portable,free,-
Conker's Bad Fur Day,2001,Rare,Nintendo 64,free,-
Extreme-G 2,1998,Probe Entertainment,Nintendo 64 / PC (Microsoft Windows),free,-
FIFA 99,1998,EA Sports,PlayStation / Nintendo 64 / PC (Microsoft Windows),free,-
Mario Party,1998,Hudson Soft,Nintendo 64,free,-
Super Smash Bros.,1999,HAL Laboratory,Wii / Nintendo 64,free,-
Tony Hawk's Pro Skater 3,2001,Neversoft Entertainment,PlayStation 2 / Mac / Nintendo 64 / PC (Microsoft Windows) / Game Boy Color / PlayStation / Xbox / Nintendo GameCube / Game Boy Advance,free,-
Bomberman 64,2001,Racjin,Nintendo 64,free,-
Rayman 2: The Great Escape,1999,Ubisoft Entertainment,Dreamcast / Game Boy Color / PC (Microsoft Windows) / iOS / PlayStation / Nintendo 64,free,-
Jet Force Gemini,1999,Rare,Nintendo 64,free,Juno/Vela/Lupus
F-Zero X,1998,Nintendo EAD,Wii U / Wii / Nintendo 64,free,Falcon/Pico/Jody Summer/ Draq
40 Winks,1999,Eurocom,PC (Microsoft Windows) / Nintendo 64 / PlayStation,free,-
Madden NFL 2002,2001,EA Tiburon,Nintendo GameCube / Xbox / PlayStation 2 / PlayStation / Nintendo 64 / Game Boy Color / PC (Microsoft Windows) / Game Boy Advance,free,-
Mickey's Speedway USA,2000,Rare,Game Boy Color / Nintendo 64,free,-
Mace: The Dark Age,1997,Atari Games Corporation,Arcade / Nintendo 64,free,Xiao Long
NFL Blitz,1997,Midway Games,Nintendo 64 / Game Boy Color / PC (Microsoft Windows) / PlayStation / Arcade,free,-
Donald Duck: Goin' Quackers,2000,Ubisoft,Nintendo 64 / Dreamcast / PC (Microsoft Windows),free,-
Vigilante 8: 2nd Offense,1999,Luxoflux,Dreamcast / PlayStation / Nintendo 64,free,-
Sin and Punishment,2000,Nintendo R&D1,Wii / Wii U / Nintendo 64,free,Saki/Airan
WWF Attitude,1999,Acclaim Studios Salt Lake City,Dreamcast / Nintendo 64 / Game Boy Color / PlayStation,free,-
Diddy Kong Racing,1997,Rare,Nintendo 64,free,Conker/Banjo/T.T.
F-1 World Grand Prix,1998,Paradigm Entertainment,Game Boy Color / PC (Microsoft Windows) / PlayStation / Nintendo 64 / Dreamcast,free,-
Star Wars: Rogue Squadron,1998,Factor 5,Nintendo 64 / PC (Microsoft Windows),free,-
San Francisco Rush: Extreme Racing,1996,Atari Games Corporation,Nintendo 64 / PlayStation / Arcade,free,-
Cruis'n Exotica,1999,Crawfish Interactive,Arcade / Game Boy Color / Nintendo 64,free,-
Spider-Man,2000,Neversoft Entertainment,Dreamcast / Nintendo 64 / PlayStation / PC (Microsoft Windows) / Game Boy Color,free,-
NBA Live 99,1998,HB Studios,PC (Microsoft Windows) / Nintendo 64 / PlayStation,free,-
Gex 3: Deep Cover Gecko,1999,Gratuitous Games,PlayStation / Nintendo 64,free,-
Army Men: Sarge's Heroes 2,2000,3DO,Nintendo 64 / PlayStation 2 / Game Boy Color / PlayStation,free,-
Mario Party 2,1999,Hudson Soft,Wii U / Nintendo 64 / Wii,free,-
Mario Tennis,2000,Camelot Software Planning,Wii / Nintendo 64 / Wii U,free,-
California Speed,1998,Atari Games Corporation,Nintendo 64 / Arcade,free,-
Tom Clancy's Rainbow Six,1998,Saffire Corporation,PC (Microsoft Windows) / PlayStation / Game Boy Color / Dreamcast / Nintendo 64 / Mac,free,-
Star Wars: Episode I - Battle for Naboo,2000,Factor 5,Nintendo 64 / PC (Microsoft Windows),free,-
Re-Volt,1999,Acclaim Studios London,PlayStation / Dreamcast / PC (Microsoft Windows) / Linux / Android / Nintendo 64,free,-
Body Harvest,1996,DMA Design,Nintendo 64,free,-
Toy Story 2: Buzz Lightyear to the Rescue!,1999,Tiertex Design Studios,Dreamcast / PlayStation / Nintendo 64 / PC (Microsoft Windows),free,-
South Park: Chef's Luv Shack,1999,Acclaim Studios Austin,Dreamcast / Nintendo 64 / PC (Microsoft Windows) / PlayStation,free,-
Pokémon Snap,1999,HAL Laboratory,Nintendo 64 / Wii U / Wii,free,-
Cruis'n World,1996,Midway Games,Arcade / Nintendo 64,free,-
Space Station Silicon Valley,1998,DMA Design,Nintendo 64 / PlayStation,free,-
International Superstar Soccer 64,1997,Konami,Nintendo 64,free,-
Pokémon Stadium 2,2000,HAL Laboratory,Nintendo 64,free,-
Hydro Thunder,1999,Midway Studios San Diego,Dreamcast / PlayStation 2 / Nintendo 64 / PC (Microsoft Windows) / PlayStation / Xbox / Nintendo GameCube / Arcade,free,-
Pokémon Puzzle League,2000,Nintendo Software Technology,Wii / Nintendo 64,free,-
Indiana Jones and the Infernal Machine,1999,LucasArts,PC (Microsoft Windows) / Nintendo 64 / Game Boy Color,free,-
Turok 2: Seeds of Evil,1998,Iguana Entertainment,Game Boy Color / Nintendo 64 / PC (Microsoft Windows),free,Joshua Fireseed
Blast Corps,1997,Rare,Nintendo 64,free,-
WCW Nitro,1997,Inland Productions,Nintendo 64 / PlayStation / PC (Microsoft Windows),free,-
WWF No Mercy,2000,AKI Corporation,Nintendo 64,free,-
Wave Race 64,1996,Nintendo EAD,Wii U / Wii / Nintendo 64,free,-
Kirby 64: The Crystal Shards,2000,HAL Laboratory,Wii / Wii U / Nintendo 64,free,-
Excitebike 64,2000,Nintendo,Nintendo 64 / Wii U,free,-
Disney/Pixar A Bug's Life,1998,Traveller's Tales,PlayStation / PC (Microsoft Windows) / Nintendo 64,free,-
Star Wars: Episode I - Racer,1999,LucasArts,Nintendo 64 / Mac / PlayStation 4 / Nintendo Switch / Dreamcast / PC (Microsoft Windows) / Xbox One,free,-
Mario Party 3,2000,Hudson Soft,Nintendo 64,free,-
Army Men: Sarge's Heroes,1999,3DO,Dreamcast / PC (Microsoft Windows) / PlayStation / Nintendo 64,free,-
Beetle Adventure Racing!,1999,Paradigm Entertainment,Nintendo 64,free,-
Pokémon Stadium,1999,HAL Laboratory,Nintendo 64,free,-
World Cup 98,1998,EA Canada,Nintendo 64 / PlayStation / PC (Microsoft Windows) / Game Boy,free,-
NBA Hangtime,1996,Midway,Arcade / Sega Mega Drive/Genesis / PlayStation / Nintendo 64 / Super Nintendo Entertainment System (SNES) / PC (Microsoft Windows),free,-
Fighting Force,1997,Core Design,PlayStation / PC (Microsoft Windows) / PlayStation 3 / Nintendo 64,free,-
Donkey Kong 64,1999,Rare,Nintendo 64 / Wii U,free,-
WCW/nWo Revenge,1998,Asmik Ace Entertainment,Nintendo 64,free,-
Top Gear Rally,1997,Kemco,Game Boy Color / Nintendo 64 / Game Boy Advance,free,-
Disney's Tarzan,1999,Eurocom,Nintendo 64 / PlayStation / PC (Microsoft Windows),free,-
Killer Instinct Gold,1996,Rare,Nintendo 64 / Xbox One,free,Glacius/Jago/Tusk
Gauntlet Legends,1998,Atari Games Corporation,Nintendo 64 / Dreamcast / Arcade / PlayStation,free,-
Snowboard Kids,1997,Racdym,Nintendo 64,free,-
Mario Golf,1999,Camelot Software Planning,Wii / Nintendo 64 / Wii U,free,-
Chrono Trigger,1995,Square,Wii / PlayStation / PC (Microsoft Windows) / PlayStation 3 / Super Nintendo Entertainment System (SNES) / Android / Nintendo DS / Super Famicom,free,Marle/Crono/Frog
Sid Meier's Civilization,1991,MicroProse,Atari ST/STE / PC (Microsoft Windows) / Mac / PlayStation / Super Nintendo Entertainment System (SNES) / PC DOS / Amiga,free,-
Suikoden II,1998,Konami,PlayStation / PlayStation Portable / PlayStation 3 / PlayStation Vita / PC (Microsoft Windows),free,-
Discworld Noir,1999,Perfect Entertainment,PC (Microsoft Windows) / PlayStation,free,-
The Neverhood,1996,The Neverhood Inc.,PC (Microsoft Windows) / PlayStation,free,-
Xenogears,1998,Squaresoft,PlayStation 3 / PlayStation,free,Fei Fong
Metal Gear Solid,1998,Konami Computer Entertainment Japan,PlayStation / PlayStation 3 / PlayStation Portable,free,Solid Snake
Final Fantasy VII,1997,Square Enix,PC (Microsoft Windows) / PlayStation / Nintendo Switch / PlayStation 4,free,-
Final Fantasy VI,1994,Square Soft,PlayStation / PC (Microsoft Windows) / Super Famicom / Wii,free,Terra/Celes/Kefka
Ridge Racer Type 4,1998,Namco,PlayStation / PlayStation 3 / PlayStation Portable / PlayStation Vita,free,-
Rage Racer,1996,Namco,PlayStation,free,-
Moto Racer 2,1998,Delphine Software,PC (Microsoft Windows) / PlayStation,free,-
Wing Commander,1990,Origin Systems,Sega CD / PC DOS / Amiga / Mac / Game Boy Advance / PlayStation / Amiga CD32 / PC (Microsoft Windows) / Super Nintendo Entertainment System (SNES),free,-
Micro Machines V3,1997,Novalicious,Game Boy Color / PlayStation / PC (Microsoft Windows),free,-
Arc the Lad,1995,G-Craft,PlayStation Vita / PlayStation / PlayStation 3 / PlayStation Portable,free,Kukuru 
Music 2000,1999,Jester Interactive,PlayStation,free,-
TOCA World Touring Cars,2000,Codemasters Southam,PlayStation / Game Boy Advance,free,-
Star Ocean: The Second Story,1998,tri-Ace,PlayStation,free,Rena Lanford/Celine Jules/Dias Flac
Wing Commander IV: The Price of Freedom,1995,Origin Systems,PC DOS / PlayStation 3 / PC (Microsoft Windows) / Mac / PlayStation,free,Christopher Blair
Front Mission,1995,Square,Super Famicom / Nintendo DS / PlayStation / WonderSwan Color,free,-
Mr. Gimmick,1992,Sunsoft,Family Computer / PlayStation,free,-
X-COM: UFO Defense,1994,MicroProse,PC (Microsoft Windows) / Amiga / PlayStation / PC DOS,free,Yumetarou
Intelligent Qube,1997,Sony Computer Entertainment Inc. (SCEI),Legacy Cellphone / PlayStation,free,-
Mr. Driller,1999,Namco,Game Boy Color / Dreamcast / PC (Microsoft Windows) / Arcade / WonderSwan Color / PlayStation,free,-
Legend of Legaia,1998,Contrail,PlayStation,free,-
Sid Meier's Civilization II,1996,MicroProse,PC (Microsoft Windows) / PlayStation / Mac,free,-
Harvest Moon: Back to Nature,1999,Victor Interactive Software,PlayStation / PlayStation 3 / PlayStation Portable / PlayStation Vita,free,-
Final Fantasy IX,2000,Square,PlayStation / PlayStation 3,free,Vivi/Steiner/Amarant
Rogue Trip: Vacation 2012,1998,SingleTrac,PlayStation,free,-
Little Big Adventure,1994,Adeline Software International,PC DOS / PlayStation / iOS / Android / PC (Microsoft Windows) / Mac,free,-
Mega Man 2,1988,Capcom,Nintendo 3DS / PlayStation / Nintendo Entertainment System (NES) / Wii / Wii U / iOS,free,-
Riven: The Sequel to Myst,1997,Cyan Worlds,PlayStation / PC (Microsoft Windows) / Mac,free,-
Tales of Phantasia,1995,Namco,iOS / Super Famicom / PlayStation / Game Boy Advance / PlayStation Portable,free,Cress/Mint/Chester
PaRappa the Rapper,1996,NanaOn-Sha,PlayStation Portable / PlayStation,free,-
Vanguard Bandits,1998,Human Entertainment,PlayStation,free,Faulkner
Chrono Cross,1999,Square,PlayStation 3 / PlayStation,free,-
Bugs Bunny & Taz: Time Busters,2000,Artificial Mind & Movement,PC (Microsoft Windows) / PlayStation,free,-
Final Fantasy Tactics,1997,Square,PlayStation / PlayStation 3,free,Agrias/Ramza/Boco
Mega Man Legends 2,2000,Capcom Production Studio 2,PlayStation Portable / PlayStation / PC (Microsoft Windows),free,-
Tom Clancy's Rainbow Six: Rogue Spear,1999,Red Storm Entertainment,PlayStation / Game Boy Advance / Mac / Dreamcast / PC (Microsoft Windows),free,-
Worms World Party,2001,Paragon 5,N-Gage / Dreamcast / Game Boy Advance / PlayStation / PC (Microsoft Windows),free,-
Tekken 3,1997,Namco,PlayStation / Arcade / PlayStation 2,free,Jin Kazama/Eddy Gordo/King
Silent Hill,1999,Team Silent,PlayStation 3 / PlayStation Portable / PlayStation,free,Pyramid Head/Incubus/Abstract Daddy
Valkyrie Profile,1999,tri-Ace,PlayStation,free,-
Tom and Jerry in House Trap,2000,Warthog Games,PlayStation / Game Boy Color,free,-
Crash Team Racing,1999,Naughty Dog,PlayStation / PlayStation 3,free,-
The Legend of Dragoon,1999,SCE Japan Studio,PlayStation,free,-
Soul Edge,1995,Project Soul,Arcade / PlayStation,free,-
Tales of Destiny,1997,Wolfteam,PlayStation / PlayStation 2,free,Stahn Aileron/Rutee Katrea/Leon Magnus/Philia Felice
Diablo,1996,Blizzard North,PC (Microsoft Windows) / PlayStation / Mac,free,-
International Karate +,1987,System 3 Software,Commodore C64/128 / Amiga / Game Boy Advance / PlayStation / Wii / Amstrad CPC / Amiga CD32 / ZX Spectrum / Atari ST/STE,free,-
Oddworld: Abe's Exoddus,1998,Oddworld Inhabitants,PlayStation 3 / PlayStation Portable / PC (Microsoft Windows) / Game Boy Color / PlayStation / PlayStation Vita,free,-
Brigandine: The Legend of Forsena,1998,Hearty Robin,PlayStation,free,-
Roll Away,1998,Game Design Sweden AB,PlayStation,free,-
Broken Sword II: The Smoking Mirror,1997,Revolution Software,PC (Microsoft Windows) / PlayStation,free,George Stobbart
Crash Bandicoot 2: Cortex Strikes Back,1997,Naughty Dog,PlayStation 3 / PlayStation / PlayStation Portable,free,-
Broken Sword: The Shadow of the Templars,1996,Revolution Software,Mac / Game Boy Advance / PC DOS / PlayStation,free,-
Parasite Eve,1998,Square,PlayStation 3 / PlayStation,free,Aya Brea
Vagrant Story,2000,Squaresoft,PlayStation / PlayStation Portable,free,Ashley Riot
Colin McRae Rally,1998,Codemasters Southam,Game Boy Color / PlayStation / PC (Microsoft Windows),free,-
Lunar 2: Eternal Blue Complete,2001,Studio Alex,PlayStation,free,Hiro/Ruby
Crash Bandicoot: Warped,1998,Naughty Dog,PlayStation / PlayStation Portable / PlayStation 3,free,-
Disruptor,1996,Insomniac Games,PlayStation,free,-
Future Cop: LAPD,1998,EA Redwood Shores,PC (Microsoft Windows) / PlayStation 3 / PlayStation / Mac,free,-
Need for Speed: Porsche Unleashed,2000,EA Canada,PC (Microsoft Windows) / Game Boy Advance / PlayStation,free,-
Magical Drop 3,2000,Data East,Wii / PlayStation,free,-
Gran Turismo,1997,Polyphony Digital,PlayStation,free,-
Mobil 1 Rally Championship,2000,Creative Asylum,PlayStation / PC (Microsoft Windows),free,-
Final Fantasy VIII,1999,Square,PlayStation / PC (Microsoft Windows) / PlayStation 3,free,Squall Leonhart/Rinoa Heartilly/Quistis Trepe
Tenchu 2: Birth of the Stealth Assassins,2000,ACQUIRE Corp.,PlayStation,free,-
Breath of Fire IV,2000,Capcom,PlayStation / PC (Microsoft Windows),free,-
Oddworld: Abe's Oddysee,1997,Oddworld Inhabitants,PlayStation Portable / PC DOS / PC (Microsoft Windows) / PlayStation / PlayStation Vita / PlayStation 3,free,-
Colin McRae Rally 2.0,2000,Codemasters,PlayStation / Game Boy Advance / PC (Microsoft Windows),free,-
Railroad Tycoon II,1998,PopTop Software,PC (Microsoft Windows) / Mac / Linux / PlayStation,free,-
Spyro: Year of the Dragon,2000,Insomniac Games,PlayStation / PlayStation 3 / PlayStation Portable,free,-
Dino Crisis 2,2000,Capcom,PC (Microsoft Windows) / PlayStation,free,-
Tomb Raider II,1997,Core Design,PlayStation 3 / PlayStation Portable / PlayStation Vita / PC (Microsoft Windows) / PlayStation / Mac,free,-
Final Fantasy Origins,2002,Square,PlayStation,free,-
The Last of Us Part II,2020,Naughty Dog,PlayStation 4,free,Ellie
Hades,2020,Supergiant Games,PlayStation 4 / PlayStation 5 / Nintendo Switch / Xbox Series X|S / Xbox One / PC (Microsoft Windows) / Mac,free,Zagreus/Hades/Ares
Half-Life: Alyx,2020,Valve Corporation,SteamVR / Windows Mixed Reality / Oculus Rift,free,-
Ori and the Will of the Wisps,2020,Moon Studios,Nintendo Switch / PC (Microsoft Windows) / Xbox One / Xbox Series X|S,free,-
Demon's Souls,2020,Bluepoint Games,PlayStation 5,free,-
Microsoft Flight Simulator,2020,Asobo Studio,Xbox Series X|S / PC (Microsoft Windows) / Xbox One,free,-
Crusader Kings III,2020,Paradox Development Studio,Xbox Series X|S / PC (Microsoft Windows) / Xbox One / PlayStation 5 / Mac / Linux,free,-
F1 2020,2020,Codemasters,PlayStation 4 / PC (Microsoft Windows) / Xbox One / Google Stadia,free,-
Spelunky 2,2020,BlitWorks,PC (Microsoft Windows) / PlayStation 4 / Nintendo Switch,free,Ana Spelunky/Margaret Tunnel/Colin Northward/Luz Mutton
Animal Crossing: New Horizons,2020,Nintendo,Nintendo Switch,free,Tom Nook
Factorio,2020,Wube Software LTD.,PC (Microsoft Windows)  / Mac / Linux,free,-
Yakuza: Like a Dragon,2020,Ryū Ga Gotoku Studios,Xbox Series X|S / PlayStation 4 / PlayStation 5 / Xbox One / PC (Microsoft Windows),free,Ichiban Kasuga
Xenoblade Chronicles: Definitive Edition,2020,Monolith Soft,Nintendo Switch,free,Shulk
There Is No Game: Wrong Dimension,2020,Draw Me A Pixel,Android / iOS / PC (Microsoft Windows) / Mac / Nintendo Switch,free,-
Dreams,2020,Media Molecule,PlayStation 4,free,-
Tony Hawk's Pro Skater 1 + 2,2020,Vicarious Visions,PlayStation 4 / Nintendo Switch / Xbox Series X|S / Xbox One / PlayStation 5 / PC (Microsoft Windows),free,-
Tetris Effect: Connected,2020,Monstars,Xbox One / Oculus Quest / Oculus Quest 2 / Nintendo Switch / PC (Microsoft Windows) / Xbox Series X|S,free,-
DOOM Eternal,2020,id Software,PlayStation 4 / PC (Microsoft Windows) / Xbox One / PlayStation 5 / Xbox Series X|S / Google Stadia / Nintendo Switch,free,-
Kentucky Route Zero: TV Edition,2020,Cardboard Computer,Xbox One / PlayStation 4 / Nintendo Switch,free,-
Final Fantasy VII Remake,2020,Square Enix,PlayStation 4,free,Cloud Strife/Tifa Lockhart/Barret Wallace/Sefirot
Legends of Runeterra,2020,Riot Games,Android / iOS / PC (Microsoft Windows),free,-
Streets of Rage 4,2020,Lizardcube,PlayStation 4 / Linux / Google Stadia / Nintendo Switch / Xbox One / PC (Microsoft Windows) / Mac,free,Axel Stone/Blaze Fielding/Adam Hunter/Max Thunder/Shiva
Desperados III,2020,Mimimi Productions,PlayStation 4 / PC (Microsoft Windows) / Mac / Linux / Xbox One,free,-
Monster Train,2020,Shiny Shoe,PC (Microsoft Windows) / Xbox One / Xbox Series X|S,free,-
Cyberpunk 2077,2020,CD Projekt RED,Xbox Series X|S / PlayStation 5 / PC (Microsoft Windows) / Google Stadia / PlayStation 4 / Xbox One,free,Judy Alvarez/Jonhy Silverhand
Deep Rock Galactic,2020,Ghost Ship Games,Xbox One / PlayStation 4 / PlayStation 5 / PC (Microsoft Windows),free,-
Wasteland 3,2020,inXile Entertainment,Mac / PlayStation 4 / Xbox One / PC (Microsoft Windows) / Linux,free,-
13 Sentinels: Aegis Rim,2019,Vanillaware,PlayStation 4 / Nintendo Switch,free,Megumi Yakushji/Natsuno Minami/Keitaro Miura
Marvel's Spider-Man: Miles Morales,2020,Insomniac Games,PlayStation 5 / PlayStation 4,free,-
Huntdown,2020,Easy Trigger,PC (Microsoft Windows) / iOS / Mac / Linux / Nintendo Switch / Xbox One / PlayStation 4,free,-
Planet Coaster: Console Edition,2020,Frontier Developments,PlayStation 5 / Xbox One / Xbox Series X|S / PlayStation 4,free,-
Nioh 2,2020,Team Ninja,PlayStation 4,free,-
Pikmin 3 Deluxe,2020,Nintendo,Nintendo Switch,free,-
Football Manager 2021,2020,Sports Interactive,PC (Microsoft Windows) / Mac,free,-
Crash Bandicoot 4: It's About Time,2020,Toys for Bob,PC (Microsoft Windows) / Xbox One / Nintendo Switch / PlayStation 4 / PlayStation 5 / Xbox Series X|S,free,Aku Aku
Assassin's Creed Valhalla,2020,Ubisoft Montreal,PlayStation 5 / Xbox One / PC (Microsoft Windows) / PlayStation 4 / Xbox Series X|S / Google Stadia,free,Eivor
